"id","filename","url","name","reviewer_notes","category","type_code"
"0789","0789.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0acfb88c-d5fe-4019-a085-62ffa1bfa5a6.jpg","Botfragment","Een fragment, dat lastig te determineren is. Een gok is een doornvormig uitsteeksel op een borstwervel. De diersoort weet ik niet","Mammals","palaeontological"
"0790","0790.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/148e69d0-be7c-4765-8e97-f9e3def6925f.jpg","Fragment?","Een fragmentje van een middenvoetsbeen van een koe","Mammals","palaeontological"
"0791","0791.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/10de803d-b24d-4eb1-bbbf-377fe7bf800b.jpg","Botdeel maar waarvan?","Het is de middelvinger (metapode) van een paard.","Mammals","palaeontological"
"0792","0792.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/35306ea5-6bf5-4440-bece-610dfb6e0b18.jpg","Botfragment  18cm","Van een groter dier, maar het fragment heeft geen duidelijke kenmerken voor een soorttoewijzing.","Mammals","palaeontological"
"0793","0793.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/a74a951f-00bc-4f2d-acc2-76be4a6ad89d.jpg","Botfragment wat is het denkt u? Jonge mammoet?","Klopt, van een jonger dier. Het is een wervelcentrum van een wolharige mammoet. Waarschijnlijk een borstwervel omdat hij een driehoekige vorm heeft.","Mammals","palaeontological"
"0794","0794.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/fa479751-e14a-4d4b-aab7-e459294cbcf7.jpg","Van welk dier is het?  ","Het lange bot is met een enkele foto niet te determineren. Het andere is de onderste helft van het opperarmbeen van een hert.","Mammals","palaeontological"
"0795","0795.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4f5f8511-fd62-44fa-a26d-cbfc32c29229.jpg","4 kleinere botten grootste is zo groot als een manderijn","Zulke fragmenten zijn zelden te determineren.","Mammals","palaeontological"
"0796","0796.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/256c224c-a626-451a-a3e0-3dd3ffb77acd.jpg","Twee grote botten lengte 18cm","Het lange bot is zo niet te determineren en de andere is een fragment van een mammoet wervel.","Mammals","palaeontological"
"0797","0797.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/05cf7dce-d512-4ffa-a1f2-097eb83e9b7b.jpg","Tand","Deze eet alleen vlees (insecten) als ze op het gras zitten. Deze tand is van een paard.","Mammals","palaeontological"
"0798","0798.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/61ac5054-1137-4d37-bf58-1f44b7e1b35b.jpg","Fossiel bot?","Een stuk middenhandbeen van een paard- of runderachtige.","Mammals","palaeontological"
"0799","0799.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6a266522-712f-4103-93a1-37b9b3c04b3f.jpg","Fossiel bot Maasvlakte","Mijn eerste indruk is een wervelfragment. Je ziet dat op een paar plaatsen de losse delen aan elkaar beginnen te groeien. De groeischijf begint te verdwijnen.Verder kan ik er niets van zeggen.","Mammals","palaeontological"
"0800","0800.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5151eab6-c0e9-45c6-a910-58d2ec0fac17.jpg","Botje","Dit bot fragmentje is niet te determineren.","Mammals","palaeontological"
"0801","0801.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/c9f1d0ff-1f5f-4697-8370-e7dc91fbe089.jpg","Werveltje?","Ik denk ook dat het van een wervel kan zijn, maar ik ben niet zeker en heb geen idee van welk dier.","Mammals","palaeontological"
"0802","0802.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3a3f7e52-f472-4f57-abbb-22613467d8b2.jpg","Koraal?","Dit is de sluiting van een ruwe boormossel (<span>Zirfaea crispata).</span>","Shells","palaeontological"
"0803","0803.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/622d80e9-de3b-49b4-9589-22986bc9313a.jpg","Fragment van een kaakje? ","Voor zo'n vraag hebben we goede scherpe foto's nodig. Het is in ieder geval een stukje bot van een niet volgroeid dier.","Mammals","palaeontological"
"0804","0804.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5063b8f3-d748-4825-a975-81e13755de70.jpg","Breinaald ","Dit werktuigje is denk ik op zijn hoogst een paar duizen jaar oud. Ik denk eerder jonger. Je kan deze vraag het best bij een lokale archeologische dienst of vereninging stellen.","Tools","archaeological"
"0805","0805.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4b2b301b-d06f-4f73-b44f-e36f5f4ed851.jpg","bot","Dit bot fragment is niet verder te determineren. De structuur aan de binnenkant zijn spongiosa. Ze versterken het bot op plaatsen waar veel kracht op wordt uitgevoerd, zoals aan de boven en onderzijde. Deze structuur is heel sterk en weegt weinig. Denk aan golfkarton of een brosreep.&nbsp;","Mammals","palaeontological"
"0806","0806.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/29244c15-0306-415c-9f74-3b932296d7df.jpg","Tand bever? Of ?","Dit is een fragmentje van de kies van een grote runderachtige","Mammals","palaeontological"
"0807","0807.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0069e2db-7a0f-456b-816c-5e0a19bdd424.jpg","Afrduk van Belemniet","Het is niet echt mijn gebied. Dit lijkt me eerder een schelp dan een belemniet.","Shells","palaeontological"
"0808","0808.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0054d891-a4c8-4c8a-bebd-24e73290124e.jpg","Nog een poging voor de varkens/berenkies  (met andere camera)","Ik blijf nog bij varken. Je moet ze 1 op 1 vergelijken.","Mammals","palaeontological"
"0809","0809.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/09d780bf-4036-4b1f-9138-08e9ffea242e.jpg","Nog een keer hopelijk scherpere foto’s van kies (varken? Of toch de beer?)","Versleten beren- en varkenskiezen lijken veel op elkaar, maar deze is van een varken/ zwijn.","Mammals","palaeontological"
"0810","0810.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0af80940-91e4-4a39-8adc-0f3b897ef41e.jpg","Bot gevonden","Een linker opperarmbeen van een grote runderachtige.","Mammals","palaeontological"
"0811","0811.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4bb97fb5-14e9-48d6-8ecb-5a64a9a9e655.jpg","Tand, mogelijk hert?","Klopt, een kies uit de bovenkaak van een hert.","Mammals","palaeontological"
"0812","0812.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/370569f6-41e5-4ae2-a996-7314f1334b11.jpg","Van welk dier is dit bot?en hoe oud is het.","Een groot fragment van de tweede halswervel (draaier) van een mammoet.","Mammals","palaeontological"
"0813","0813.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0ce3905d-c399-4c91-9970-16ec261f14e1.jpg","kaakfragmentje","Ik zie ook duidelijke gelijkenis met haas. Maasvlakte? Een zeldzame vondst.","Mammals","palaeontological"
"0814","0814.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2606cded-0198-41ac-86fe-20e724d37a8d.jpg","Bot fragment","Een fragment van de onderkant van een scheenbeen, vermoedelijk van een paard.","Mammals","palaeontological"
"0815","0815.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0f1a9551-7af8-4e1b-ab70-ffdc969fd343.jpg","Fossiel van een groot zoogdier, een aantal jaar terug gevonden","Gezien de conditie denk ik dat het van een visser komt, opgevist uit de Noordzee. Er past maar een dier bij doit formaat en dat is de mammoet. Deregelijke randen zitten op meer mammoet botten. Het enige dat je kan doen is gaan vergelijken. Er staat o.a. een skelet in het Natuur Museum in Tilburg (hopelijk al afgebouwd), Klok en Peelmuseum, Naturalis en Historyland. En in het Natuurmuseum in Rotterdam staat het skelet van de olifantstier Ramon.","Mammals","palaeontological"
"0816","0816.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/285233c3-4ce8-4e5f-979e-4841291af418.jpg","Vondst tand achtig voorwerp","Slecht determineerbaar botfragment, mogelijk van een gewei.","Mammals","palaeontological"
"0817","0817.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/12a1be1a-35c8-44c2-a9d3-d2ca0df22d2e.jpg","Bot gevonden Hoek van Holland Strand, bij Pier","Dit is de eerste halswervel (Atlas) van een grote runderachtige.","Mammals","palaeontological"
"0818","0818.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3373c031-cb80-45df-9477-333f4176d334.jpg","Tand Oostende","Een melk premolaar (dP 3) uit de bovenkaak van een edelhert.","Mammals","palaeontological"
"0819","0819.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2eba5850-e1d9-49b4-91cd-fb23e3488692.jpg","Bot met (mogelijke) bijtsporen ","Dit zijn stukken waar pezen aangehecht hebben gezeten. Pezen hebben aangrijpingspunten op het bot nodig. Dat zijn altijd ruwe plekken met bobbels, kammen of putten. Hier zijn het putten. Als de putten ver in het bot doorlopen en kanalen vormen dan hebben er bloedvaten doorheen gelopen.","Mammals","palaeontological"
"0820","0820.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2fff1b89-bd3d-4f05-bdf9-79aa3317672c.jpg","Maasvlaktevondst schedel?","Dit is een stukje mammoetschedel.","Mammals","palaeontological"
"0821","0821.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/a143c7c1-2ee4-4fe0-bfde-b339f38f92dc.jpg","Gevonden bot.","Een stuk hoornpit van een wisent of oeros.","Mammals","palaeontological"
"0822","0822.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/34507603-baa5-47e9-b728-24c3fa99881e.jpg","Tand(fragment)","Klopt , een losse lamel van een mammoetkies in opbouw.","Mammals","palaeontological"
"0823","0823.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0eb575cd-753e-4cdb-8ca6-58bb4085b590.jpg","Tand(fragment)","Dit is een niet determineerbaar botfragment","Mammals","palaeontological"
"0824","0824.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/26d04925-d0c0-4412-bf84-057b11b6d68f.jpg","Pfeilspitze oder Klinge?","Klinge","Tools","archaeological"
"0825","0825.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/b6fbe905-4225-49f9-add2-bf47315b6604.jpg","Säugetierwirbel?","Wahrscheinlich vom Rentier.","Mammals","palaeontological"
"0826","0826.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/55da0918-c4be-405a-8db7-501100ae9661.jpg","Säugetierzahn?","Ein backenzahn von Riesenhirsch oder Rothirsch.","Mammals","palaeontological"
"0827","0827.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/65771ca1-4ade-40d5-96b8-0986d3b2e5ad.jpg","Castoridae?","Richtig! Biber.","Mammals","palaeontological"
"0828","0828.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0b41a9d8-1651-42dd-a6a3-2e8fc0d1136c.jpg","Schädelstück?","Es handelt sich um ein Sch<span id=docs-internal-guid-fdb10718-7fff-0939-f6cf-bd1423f9dd3f><span>&auml;</span></span>delfragment eines jungen mammut.","Mammals","palaeontological"
"0829","0829.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3b92f086-0025-470e-bde9-f9b85ec650a4.jpg","Gewei","Klopt, van een reuzenhert.","Mammals","palaeontological"
"0830","0830.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/f0f40baf-4dec-4cda-b855-02e4c733e394.jpg","Kiesje ","Laatste kiesje uit de onderkaak van een rendier of edelhert.","Mammals","palaeontological"
"0831","0831.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/88c5db99-6c0a-4056-9cc0-4a3232b122c9.jpg","Walvis wervel ?","Nee, deze is van een niet volgroeide mammoet.&nbsp;Van het skelt van de Indische olifant Ramon in het Natuurhistorisch Museum in Rotterdam waren de wervels ook nog niet volgroeid en lagen de epifysen nog los. Hij was pas 29 jaar oud.","Mammals","palaeontological"
"0832","0832.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/a3e5365e-22a9-4c9e-b540-af26e7cdb303.jpg","Geen idee! ","Ik ook niet, een enkele foto en geen idee hoe groot het is maakt het onmogelijk.&nbsp;Soms zie je herkenbare delen en helpt het formaat, maar hiermee is het zeker niet te determineren.Plaats het nog een keer met meer gegevens.","Mammals","palaeontological"
"0833","0833.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4d41dee1-dfc2-461a-a5d4-a5d1fa2b4265.jpg","Bot","Een afgesleten sprongbeen uit de enkel van een evenhoevige.","Mammals","palaeontological"
"0834","0834.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0db7b833-3c7d-4fe5-bfcb-53381dc0bb00.jpg","Kies van ???","Je foto's zijn niet scherp genoeg om deze te kunnen determineren. Ik sluit beer en varken nu niet uit. Plaats hem nog een keer met goede foto's","Mammals","palaeontological"
"0835","0835.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/44fdec96-47bc-4856-88b5-2cc81ac765eb.jpg","Mammoet opperarmbeen kop ","Klopt, een leuke vondst","Mammals","palaeontological"
"0836","0836.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6dcff719-0034-4465-a96c-2180b0c60060.jpg","Grote schelp","Dit is een geknobbelde hartschelp (Acanthocardia tuberculata)","Shells","palaeontological"
"0837","0837.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5b04bb45-f8fb-41af-bb5a-be157ad94ec3.jpg","Hoektand ","Hij is recent gespleten en de beschadigingen lijken me ouder. Alles bij elkaar is hij moeilijk te determineren. Hij lijkt mij van een hyena, maar sluit beer niet uit.&nbsp;Ik heb de afbeeldingen&nbsp; met je naam erbij opgeslagen als vergelijkingsmateriaal.","Mammals","palaeontological"
"0838","0838.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0348b421-3fb8-45bc-bb85-851cb9ab5f5d.jpg","Kies","Klopt. Het is van een jonger dier omdat de wortelkanalen nog niet zijn gesloten. Ook is hij nog niet aangekauwd. De tijdsindicatie wordt automatisch gegeven en klopt.","Mammals","palaeontological"
"0839","0839.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/47c15696-13b2-4bd1-8188-4405042f58c0.jpg","Een tand?","Corrie heeft een stukje vuursteen gegeven.","Mammals","palaeontological"
"0840","0840.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/325a97f5-20cf-4619-9930-5e3a6e74c131.jpg","bot vondst plus tussenwervels?","Geen idee waar het hoort in het dier of van welk dier. Het is een stukje pijpbeen, maar wat? De rondjes zijn limonieten.","Mammals","palaeontological"
"0841","0841.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/825befdf-f851-4a6a-8e20-7e948a8fb0f2.jpg","Stukje bot","Geen idee","Mammals","palaeontological"
"0842","0842.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/20d12c61-a2f9-465a-9d3b-01710a751ae6.jpg","Schouderblad","Waar gevonden? Dit is een stukje roofdierschouderblad. Mogelijk hond of wolf. Charlie weet er vast meer van.","Mammals","palaeontological"
"0843","0843.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/c309ddd7-1869-4774-81cf-ca7f63bab1fb.jpg","Een teenkootje van grote dier","Toch is hij van een runderachtige. Een eerste teenkoot uit de voorpoot, waarschijnlijk steppenwisent.","Mammals","palaeontological"
"0844","0844.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/38f04605-b00a-4adc-b2e0-8572517a4936.jpg","Mammoet wervel ","Klopt. Hij begint al ovaal te worden en dan zit je al achteraan in de borstwervels. Het is van een niet geheel volgroeid dier geweest, want de wervelschijf zat nog los en is verdwenen.","Mammals","palaeontological"
"0845","0845.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/778cb44d-dc0b-43b7-a08f-6151b27d4a70.jpg","Neushoorn wervel ","Nu de rest van het beest nog. Een mooi begin van een wolharige neushoornreconstructie. Deze zat vlak bij de kop, in de hals.","Mammals","palaeontological"
"0846","0846.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/7d546197-32ea-4879-ae6a-ee5251a59f65.jpg","Bot","Deze is ook extra moeilijk. Ik weet het ook niet. Keuze tussen een fragment van een halswervel of een stuk schedel.","Mammals","palaeontological"
"0847","0847.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/9a25639e-db6b-4aa8-b434-f823e19233a4.jpg","Donker botje","Dit is een scheenbeen van een niet volgroeid dier ter grootte van een hert","Mammals","palaeontological"
"0848","0848.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3ab2ebe5-0855-41cc-8f0b-dfc0e4654b46.jpg","Kling (Artefact)","Bedankt voor de melding. Weer een goed voorbeeld van een echt werktuig.","Tools","archaeological"
"0849","0849.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0914ea26-0812-412b-b4f3-ba4efa36e3b5.jpg","Fragment slagtand ?","Klopt, een leuke vondst.","Mammals","palaeontological"
"0850","0850.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/11544dc4-24ea-4959-a140-8612fa58bae6.jpg","Botfragment","Er zit ook een facet aan de binnenkant, dat duidt op spaakbeen van wolharige mammoet.","Mammals","palaeontological"
"0851","0851.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1d6fee3b-3ad7-441d-b8b3-50dc52531bb4.jpg","Bekkenfragment mammoet?","Neushoorn zou ook kunnen. Bij neushoorn is de kom perfect rond, dat zie ik hier ook. De ruwe vlakken zijn aanhechtingsplaatsen geweest voor de pezen.","Mammals","palaeontological"
"0852","0852.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/9c5deb17-6ee8-4594-aa29-0f9a19d7b288.jpg","Rugwervels","De linker is van een zeehond en de rechter van een neushoorn.","Mammals","palaeontological"
"0853","0853.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0d6915ac-6b79-4340-9b41-1147d9744ea4.jpg","Slagtand/gewei? ","Klopt een fragment van een gewei.","Mammals","palaeontological"
"0854","0854.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2769c9e2-64fc-4cda-b8d0-1eafa961fe6f.jpg","Groot stuk bot ","Een ellepijp van een nietvolgroeide koe.","Mammals","palaeontological"
"0855","0855.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2656e117-df5d-4551-a3b7-170fb250b38f.jpg","Fossiel van onbekend iets","Het is een klein, niet determineerbaar, fragment van een bot.","Mammals","palaeontological"
"0856","0856.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/121faa9e-66b0-49ec-aa99-7f074dc4b2c6.jpg","Vuursteen (Werktuig?)","Van deze ben ik vrij zeker dat hij niet opzettelijk door mensen gemaakt is.","Tools","archaeological"
"0857","0857.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/24d1e85a-6f3e-43b6-85f2-2973cf9d0b4c.jpg","Talus bot van wellicht hond-achtige?","Dit sprongbeentje (Talus of Astragalus) is van een bever. Leuke vondst.","Mammals","palaeontological"
"0858","0858.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1e41ac6c-1d31-435d-94aa-a4f38e10d0f8.jpg","Groot versteend Bot","Een middenvoetsbeen van een paard.","Mammals","palaeontological"
"0859","0859.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/16c3f4c0-f55b-4f04-aa33-82ded378dffc.jpg","Gewei bijl","Deze wil Luc Amkreutz van het RMO denk ik wel zien. Een geweibijl (basisbijl) van het strand is zeer bijzonder. Waarschijnlijk gemaakt op edelhertgewei. Het is niet van de Maasvlakte, maar het ophoogzand dat bij Scheveningen is gebruikt komt ook uit de Noordzee. Dus dit is echt een stuk dat bekend moet worden bij de professionele archeologen. De ouderdom kan mesolithicum zijn. Een supervondst. Gefeliciteerd.","Tools","archaeological"
"0860","0860.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/b156b793-2f8e-45f6-a74e-44a12726c163.jpg","Grote schelp","De Artemisschelp ( Dosinia exoleta)","Shells","palaeontological"
"0861","0861.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/38d72c23-91d4-447d-8787-f34685e2ed40.jpg","Gereedschap ","Het lijkt er wel op, maar ik zie nergens sporen van menselijke bewerking.","Tools","archaeological"
"0862","0862.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/226109d2-f352-4b15-8450-4c4e8e7e308d.jpg","Thuis te brengen","Het is een fragmentje van een groter bot. Er zitten geen kenmerken aan, dus helaas niet te determineren.","Mammals","palaeontological"
"0863","0863.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/7cca911f-3de8-4c60-bbbd-6a95930af0e6.jpg","wervelfragment?","Bij zulke fragmenten is dat vaak de determinatie. Ook deze moet je een op een gaan vergelijken. We kunnen een keer afspreken in Boxtel.","Mammals","palaeontological"
"0864","0864.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/11233bed-09e1-4ea0-8b0c-1df8aa4dddf9.jpg","Halve kies beer?","Dat sluit ik niet uit, maar zoiets moet ik gaan vergelijken. Varkens hebben ook knobbelkiezen en met zulke fragmenten haal je ze bij foto's snel door elkaar.","Mammals","palaeontological"
"0865","0865.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/116b0eee-772d-48ba-9e99-90e0b40274d4.jpg","Botfragment","Er zitten geen herkenbare punten aan.","Mammals","palaeontological"
"0866","0866.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6c29d879-40da-4745-9841-4dbf331c0ea2.jpg","Hoektand","Hij is wat beschadigd. Ik denk paard, maar misschien van een vrouwelijk zwijn.","Mammals","palaeontological"
"0867","0867.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0175de39-ad8a-4c0a-9d56-fba066cdf062.jpg","Bone Fragment? ","Impossible to see from which animal it is.","Mammals","palaeontological"
"0868","0868.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/77dfca9f-9fb9-44c7-99b1-1f43124ed8c7.jpg","Halswervel","Een halswervel van een evenhoevige ter grootte van een koe. Het betreffende dier was nog niet uitgegroeid.","Mammals","palaeontological"
"0869","0869.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5153463a-9bad-4ab5-b8f8-0cfeaea33f46.jpg","Mammoet?","Ik denk ook van een mammoet. Het is de enige met zulke grote botten. De kras is duidelijk recent ontstaan, want de kleur is anders dan van het oppervlak er naast.","Mammals","palaeontological"
"0870","0870.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/9a568445-36ad-4f07-8ce8-a72a667009d2.jpg","Wervel","Aan de zijkant zie je een articulatievlakje met de ribben. En gezien het formaat een borstwervel van een neushoorn.","Mammals","palaeontological"
"0871","0871.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/c607f5d0-3faa-4d4a-82df-8cd45b59b67f.jpg","Groot bot ","Dit is een scheenbeen van een paard","Mammals","palaeontological"
"0872","0872.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/464de353-5472-4cdd-865c-57e679811083.jpg","Stukje bot, tand of gewoon een steentje?","Een heel klein fragmentje van een bot, helaas niet te determineren.","Mammals","palaeontological"
"0873","0873.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4b445bd3-76cb-48af-9a8a-da8565108fd6.jpg","Een bot van een?","Een fragmente van een dijbeen van een dier ter grootte van een koe.","Mammals","palaeontological"
"0874","0874.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0ba7f669-dc61-4e7b-ace9-c0b256e125a6.jpg","Botfragment (?)","Zulke fragmenten zijn zelden te determineren.","Mammals","palaeontological"
"0875","0875.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/662d2cb9-5810-4f46-a20f-bd65d72e484e.jpg","Kies","Ik ga uit van een sterk afgesleten onderkaakskies van een groot rund (wisent of oeros). Maar ik wil een andere soort niet uitsluiten, bijvoorbeeld de muskusos.","Mammals","palaeontological"
"0876","0876.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4507facd-8049-46b2-9349-70039c4dbdd6.jpg","Bot ? ","Dit is een stuk zijschacht van het dijbeen van een mammoet. Mammoetdijbeen maakt op de zijkant een scherpe hoek en dat zie je bij dit fragment terug.","Mammals","palaeontological"
"0877","0877.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f9678d9-71d4-433f-a290-75407c4d9688.jpg","Bot gevonden","Het is een eerste teenkoot van een rendier en die leefden hier in de IJstijd.","Mammals","palaeontological"
"0878","0878.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1f3991d1-3dd9-4a1f-a066-e21b453b4266.jpg","Wervel / bot","Een lendenwervel van een niet volgroeid zoogdier.","Mammals","palaeontological"
"0879","0879.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0461da72-ea37-4564-8d8b-aca28d3bdcc0.jpg","Een tand of raar schelpje","Dit stukje zit in de sluiting van een boormossel.","Shells","palaeontological"
"0880","0880.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6ecbdaa4-77a9-4842-976d-5a14d548269c.jpg","Stukje bot","Deze wervel is van een dolfijnachtige, mogelijk bruivis.Tussen het losse schijfje en de rest van het bot zat de groeschijf.","Mammals","palaeontological"
"0881","0881.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/32e4d3b4-8ff4-4c71-b5db-317a7435d37b.jpg","Botfragment","Dat is voor mij ook de vraag. Zulke fragmenten zijn zelden te determineren.","Mammals","palaeontological"
"0882","0882.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/36068102-f2bc-4551-af7e-d0791a39108f.jpg","Botfragment met veel gaten voor aderen(?)","Dit is een stuk mammoetschedel. Het zit vlakbij het neusgat.","Mammals","palaeontological"
"0883","0883.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/088e7f87-8601-42fd-b430-e05583013471.jpg","Mogelijk bewerkt bot","Nee, kapsporen zijn smaller en scherper. Dit is een natuurlijke breuk.","Mammals","palaeontological"
"0884","0884.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/040afbbb-cd11-44c2-a2f9-18f6d310fa15.jpg","Pluimsteen?","Ik twijfel heel hart tusssen stukje bot van een vrij jonge mammoet en puinsteenAls je er voorzichtig op krast en je hebt een scherpe breuk is het bot. In dit geval een brok met spongiosa (bevinden zicht op plaatsen in het bot waar veel kracht op wordt uitgeoefend. Weegt niets, maar is heel sterk. Net als een brosreep of puinsteen)","Mammals","palaeontological"
"0885","0885.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/12813c87-d6e9-48fa-b081-71ebc2826c14.jpg","Bot","Dit is een eerste halswervel (atlas) van een grote runderachtige.Zo gaaf zie je ze zelden, Top 3","Mammals","palaeontological"
"0886","0886.jpg","https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2725babd-50db-4842-902d-4813d0279f70.jpg","Gevonden op het strand van walcheren","Ik weet niets van haaientanden, maar vind de kleur wel vreemd voor de Nederlandse stranden.","Mammals","palaeontological"
