id;filename;url;reviewer_notes;category;type_code;ShortOrLong
274;0274.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3d7ea515-0096-4867-8ce1-1b65affaaa18.jpg;Zulke fragementen zijn lastig te determineren. Je moet dan gaan vergelijken en ik denk dat je bij de mammoet kan beginnen.;Mammals;palaeontological;Long
275;0275.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0cc57e09-bd41-4fb7-80f9-1d1dbf1f01d1.jpg;Op het eerste gezicht zeg ik jonge mammoet.;Mammals;palaeontological;Short
276;0276.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4a4c873c-ef02-4668-92b6-51291178c32b.jpg;Zo groot kan alleen maar van de mammoet zijn. Als je zou gaan vereglijken met een skelet is eer een knsje dat je de plaats kan bepalen.;Mammals;palaeontological;Long
277;0277.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2547fd41-fa1d-4561-b518-a596ee810043.jpg;Geen hout of steen, maar een fragmentje van een mammoetkies.;Mammals;palaeontological;Short
278;0278.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/58ec5bb2-0b71-45fb-bb86-0913ad9b97bc.jpg;Klopt, moet van een groot dier zijn geweest, mammoet ofzo.;Mammals;palaeontological;Short
279;0279.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1355eff4-42b6-430e-8044-d91d6bcddf08.jpg;Als ik de laatste foto zie denk ik aan een fragment van een mammoetkies.;Mammals;palaeontological;Short
280;0280.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5edbe640-d0aa-42d0-8f5f-0695493b328b.jpg;Dit is een uiteinde van een slagtand van een wolharige mammoet. Ivoor dus. Dat herken je aan een soort kruispatroon, de zogenaamde Schregerlijnen op de uiteinden van zo'n stuk.&nbsp;;;
281;0281.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4c541186-1e79-4e9b-970c-8265026138e1.jpg;Er is wel wat van te zeggen. Het vaste bort is erg dun, dus van een jong dier en de plaate vorm doet me ergens denken aan een fragment heiligbeen van een mammoet.;Mammals;palaeontological;Long
282;0282.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/48ca0119-9030-410c-8569-062ebfe42757.jpg;De kop van een rib van een neushoorn of mammoet.;Mammals;palaeontological;Short
283;0283.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5fc49903-7fed-454b-9fb9-acbf6235f234.jpg;Het is een stuk mammoet ivoor. Gezien de diameter van een vroouwtje of een jong mannetje. Leuke vondst.;Mammals;palaeontological;Long
284;0284.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/25758ff0-3876-42a3-bafe-e2a1f5f267bf.jpg;Maar een klein fragmenttje van een groot bot. Welk weet ik niet maar vrijwel zeker van een mammoet.;Mammals;palaeontological;Short
285;0285.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2070bb76-b3c5-4bac-b75f-2f5bfb4b40b3.jpg;Dat was mijn eerste indruk ook, maar daar past dat holle stuk op de derde foto niet bij. Het moet te determineren zijn, maar vanaf foto's lukt het niet. Gezien het materiaal denk ik wel dat het van een mammoet is.;Mammals;palaeontological;Long
286;0286.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1ac0fce4-a29c-473f-8c5e-81d91f622f28.jpg;Halswervel wolharige mammoet. Een nog niet volgroeid dier.;Mammals;palaeontological;Short
287;0287.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1bcb7003-3b3e-4f72-ab03-cd1b46376fba.jpg;Klopt, fragment slagtand van een mammoet.;Mammals;palaeontological;Short
288;0288.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0bcd22a1-877b-46c2-b194-c662883c435b.jpg;Het lijkt me een van de voorste ribben van een mammoet.;Mammals;palaeontological;Short
289;0289.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5da821e4-908e-489d-8197-7c797eec2c30.jpg;Zo groot past alleen bij de mammoet.;Mammals;palaeontological;Short
290;0290.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/9cffd1f4-83c4-4898-9025-9ab0bdbd5b77.jpg;Ik weet niet hoe groot ze zijn. Het linkse is een stukje van de bovenkant van een borstwervel, mogelijk van een mammoet. Het tweede is een steentje dat uit klei en ijzer bestaat. Een het derde is de laatste kies uit de rechter onderkaak van een grote runderachtige (Steepenwisent, oeros of koe);Mammals;palaeontological;Long
291;0291.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0b0ec0d2-06ee-4b98-8621-812d36e1d1b8.jpg;Dit zijn de vlakjes die horen bij een borstwervel van een groot dier, mammoet waarschijnlijk.;Mammals;palaeontological;Short
292;0292.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0f47d563-8472-438c-bd7b-8a6c46d9a107.jpg;Huugs suggestie dat het een doornuitsteeksel is, klopt. Deze is van een borstwervel van een wolharige mammoet.;Mammals;palaeontological;Long
293;0293.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0452829f-760e-41bd-8941-4974de69a5cd.jpg;Klopt, het is een stukje mammoet ivoor.;Mammals;palaeontological;Short
294;0294.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/06663b5e-a563-4cc1-87e8-e076e1dc2ce6.jpg;Dit is een fragment van een rib, waarschijnlijk van een mammoet.;Mammals;palaeontological;Short
295;0295.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/03860861-7212-4840-841d-fb02f0b79f48.jpg;Een hielbeen van een nietvolgroeide mammoet.;Mammals;palaeontological;Short
296;0296.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6d1f680f-0022-4ebe-8149-1faeb7a0690c.jpg;Klopt, een fragmentje van een mammoetkies.;Mammals;palaeontological;Short
297;0297.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/080fa3e9-e337-4d68-a26f-f6ba60ea0968.jpg;Dit is een fragment halswervel van een mammoet.;Mammals;palaeontological;Short
298;0298.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/8c634339-a7c6-4293-96b6-91913e38708b.jpg;Mammoetkiezen laat ik aan Hansjorg;Mammals;palaeontological;Short
299;0299.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/775eb3c7-5b14-4d8f-a086-f96a030a9245.jpg;Ik denk eerder aan een stukje mammoet ivoor.;Mammals;palaeontological;Short
300;0300.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/01dcac9e-cc92-429d-bb2c-d4d69f06ed33.jpg;Ik denk eerder aan tongbeen, mogelijk mammoet. We zien wel wat Hansjorg er van zegt.;Mammals;palaeontological;Short
301;0301.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/b6a1f45d-7450-4d45-9978-403b75cb2adf.jpg;Een uiteinde van een slagtand van een Wolharige mammoet zo te zien. Mooi!;Mammals;palaeontological;Short
302;0302.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/28f3b734-b001-4d1c-bed6-c842f370b950.jpg;De kies is de voorste uit de onderkaak van een wolharige neushoorn, tweede rij rechts&nbsp;;;
303;0303.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/008b1dc5-a32d-430d-930d-2cd631b17728.jpg;Dit is een lamelfragment van een mammoetkies.&nbsp;;;
304;0304.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0ef3212c-d0fc-4052-b24c-70db53a351de.jpg;LB bekkenfragment van een zeehond, MB fragment van een halswervel van een mammoet, RB stuk vuursteen, LO Fragment schouder blad. Diersoort aan de hand van deze foto niet te bepalen, MO Fragment van een halswervel van een mammoet.;Mammals;palaeontological;Long
305;0305.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/08843d91-920e-4f1c-a994-13398bd53bd0.jpg;Dit lijkt me een fragment van het hielbeen van een mammoet.;Mammals;palaeontological;Short
306;0306.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3a8cfac7-187a-41ed-b479-7e5651419f40.jpg;Dit is een sprongbeen (astragalus) uit de enkel van een mammoet.;Mammals;palaeontological;Short
307;0307.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/07bf77e8-374a-494c-89cd-90f25b59ae28.jpg;Dit is een fragment van een van de botten van een onvolgroeide mammoet.;Mammals;palaeontological;Short
308;0308.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/96039755-90cd-4382-88dd-3ea8c543579f.jpg;Een halswervel van een mammoet.;Mammals;palaeontological;Short
309;0309.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/c010916b-2d2e-4433-abe6-1b88993569de.jpg;Het is een niet determineerbaar fragment van een mammoet bot.;Mammals;palaeontological;Short
310;0310.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/8b1c6343-351b-468b-8299-a1eff812d1fb.jpg;Een fragment van een rib en gezien het formaat van een mammoet of neushoorn.;Mammals;palaeontological;Short
311;0311.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0f38f1cf-f237-4b67-99aa-26b3d2ea724e.jpg;Heel erg bschadigd en het vaste bot is nog erg dun. Ik zou geen vergelijken met heiligbeen van een jonge mammoet. Dit zou dan een fragment daarvan zijn.;Mammals;palaeontological;Long
312;0312.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6089956b-1485-40d8-9784-f972c4b5866c.jpg;Klopt een losse epifyse van een wervel. Waarschijnlijk staartwervel van een mammoet.;Mammals;palaeontological;Short
313;0313.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0c0390aa-0843-4f3d-bf96-6e0fb382e520.jpg;Met de afmetingen erbij klopt het: sacrum mammoet.;Mammals;palaeontological;Short
314;0314.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/21ac5b28-d778-40dd-bff2-5322339489a8.jpg;Heiligbeen ben ik het mee eens, maar ik kan niet zien hoe groot het is. Mammoet sluitik niet uit.;Mammals;palaeontological;Short
315;0315.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/460538cd-da07-4672-a912-af3c40a151d0.jpg;Fragmenten zijn lastig. Ik gok een beetje. Het zou een fragmentje van een halswervel van een mammoet kunnen zijn. Het stukje waar de wervel met de vorige articuleert.;Mammals;palaeontological;Long
316;0316.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/485d615f-899e-4e4a-a03b-d9b5389af836.jpg;Ze raken beschadigd door de waaiers in de pomphuizen. Toch heeft deze het geweld nog redelijk overleefd. Volgens mij is het een stuk van een opperarmbeen van een mammoet. Dat is te zien aan de gewelfde lijnen.;Mammals;palaeontological;Long
317;0317.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0244fa9e-bd17-4b52-a381-8ca0d7ade2f5.jpg;Het bot is niet determineerbaar, maar mammoet zou kunnen.;Mammals;palaeontological;Short
318;0318.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0a56d4fd-d78d-4097-86ad-5c1ac188b6d9.jpg;Ik ga niet verder dan botfragment mammoet.;Mammals;palaeontological;Short
319;0319.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3f6861a7-132f-44d6-a0e6-d44449b35b75.jpg;Het bovenste deel van een borstwervel, op het laatste kwart van de kolom. 10 cm duidt in de richting van neushoorn of mammoet.;Mammals;palaeontological;Long
320;0320.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/13f81e2f-6ced-4199-bf81-beb0ef42d13d.jpg;Bedankt voor de goede foto's. Nu is het goed te zien. Het is mammoet ivoor.;Mammals;palaeontological;Short
321;0321.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/54430066-8124-4861-9fe4-404152f8426c.jpg;Zulke fragmenten zijn slecht of niet te determineren. Dit zou een laatste teenkoot van een mammoet kunnen zijn, maar ik twijfel.;Mammals;palaeontological;Long
322;0322.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/48fbd1f3-714d-4064-a4a0-fd8566830220.jpg;Mogelijk een stukje halswervel van een mammoet.;Mammals;palaeontological;Short
323;0323.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1e241b7f-729d-435d-8e98-792d196bb669.jpg;Een rib, formaat mammoet of neushoorn.;Mammals;palaeontological;Short
324;0324.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/bf4b3866-fca1-4f8e-8267-47d4b4bd4a3e.jpg;Met een enkele foto is het niet goed te zien. Dit bot mist de kenmerken van een knieschijf. Het zal iets van mammoet zijn, gezien de grootte. Heb je meer foto's?;Mammals;palaeontological;Long
325;0325.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/16d11021-cf90-4e5c-8048-2955c2a11b43.jpg;Welk bot weet ik niet, maar het formaat van dit fragment past alleen bij de mammoet.;Mammals;palaeontological;Short
326;0326.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/107e1a85-9177-49d0-9b7a-343af70c9af7.jpg;Het lijkt wel een fragment scheenbeen, mogelijk van een bever. Maar het kan ook een fragment van het doornvormig uitsteeksel van de borstwervel van een mammoet zijn.;Mammals;palaeontological;Long
327;0327.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/324b9c47-93e2-47be-a007-9904d3f0f1ca.jpg;Zulke fragmenten blijven lastig, vrijwel zeker mammoet. Zulke vormen vind je in het schouderblad, bekken en een enkel ander bot.;Mammals;palaeontological;Long
328;0328.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/00886eaf-8ff6-4fc2-8c05-109f0b88974e.jpg;Dit fragment is zo niet te determineren, wel past zo'n fragment alleen bij de mammoet.;Mammals;palaeontological;Short
329;0329.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0d1b4b69-c455-48dc-a44c-9a276f2fc4e5.jpg;Van dit formaat meestal mammoet;Mammals;palaeontological;Short
330;0330.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6619d3cd-9d86-4d88-bc74-5afac1a7fd99.jpg;Dit is een doornvormig uitsteeksel dat op een borstwervel van een mammoet zit.;Mammals;palaeontological;Short
331;0331.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0241f41c-657e-42d1-bdbc-14f42699ff90.jpg;Een stuk rib van een mammoet.;Mammals;palaeontological;Short
332;0332.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/038de7a9-062d-4c3e-aef2-5bbd3dae22c8.jpg;Klopt, een fragment mammoet ivoor.;Mammals;palaeontological;Short
333;0333.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/266aeeab-1f12-41c5-8c07-b824e9def423.jpg;Het lijkt op een heupfragment van een mammoet, het gedeelte bij de kom.;Mammals;palaeontological;Short
334;0334.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/36cd9260-c941-402d-935b-0b6b56a91241.jpg;Een verder niet determineerbaar fragment bot en gezien het formaat mogelijk van een mammoet.;Mammals;palaeontological;Short
335;0335.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/fa801bf3-8f3c-430a-a0e5-73062752738b.jpg;Zulke fragmenten zijn zelden te determineren. Een dier dat bij zo'n maat splinter past is de steppenwisent, neushoorn of mammoet.;Mammals;palaeontological;Long
336;0336.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6cea3c89-035c-421f-8a54-7248856c7084.jpg;Daar past alleen de mammoet bij.;Mammals;palaeontological;Short
337;0337.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/27e9b823-c55e-46b5-a5cc-c7c1ac8d0077.jpg;Een naviculare uit de enkel van een mammoet.;Mammals;palaeontological;Short
338;0338.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0e02932d-28ad-46dd-82e8-300295e60ca2.jpg;Zulke fragmenten zijn zelden te determineren, maar gezien de structuur kan hij van een mammoet geweest zijn.;Mammals;palaeontological;Long
339;0339.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1912f081-cff1-4b24-ba55-df2f509d69cf.jpg;Het grote stuk is fragment onderkaak mammoet. De andere lijkt me een middenvoet beentje.;Mammals;palaeontological;Short
340;0340.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0087ccd1-897f-4596-87c5-056b122c25c6.jpg;Gewei heeft geen platte kant. Ik denk dat je eerder bij middenvoetbeen of spaakbeen moet zoeken. Mogelijk mammoet.;Mammals;palaeontological;Long
341;0341.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/133f6e79-ca98-4a56-820d-fa1305d150d2.jpg;Ik gok een beetje. Fragment gehoorbeen mammoet.;Mammals;palaeontological;Short
342;0342.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2f11b8d7-8ef9-4e57-8521-7e5e1dbb8d18.jpg;Mammoet ben ik met je eens en het is te plaatsen, alleen kom ik er niet op. Misschien Hansjorg?;Mammals;palaeontological;Short
343;0343.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4fd08195-257b-4e93-ab7f-a942daf6d23b.jpg;Nee, mammoetivoor.;Mammals;palaeontological;Short
344;0344.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2dd8a6ea-8e9a-4613-b4c8-8f81d2baae19.jpg;Mammoet.;Mammals;palaeontological;Short
345;0345.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/a8e880e7-b589-44fe-9867-e821513cac07.jpg;Slechts een foto. Dit formaat hoort bij de mammoet. Het kan een fragment van het doornvormig uitsteeksel op een borstwervel zijn.;Mammals;palaeontological;Long
346;0346.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0007cff8-8216-4453-a8e4-88a7d07d189c.jpg;Klopt, dit komt uit de schedel van een mammoet. Het is een fargment tandkas van de stoottand.;Mammals;palaeontological;Short
347;0347.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/60936f3d-e1d1-436c-969d-4704bf000907.jpg;Een fragment van het scheenbeen van een niet volgroeide mammoet.;Mammals;palaeontological;Short
348;0348.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/6461d496-44c6-4401-a5fe-aa7db021a245.jpg;Niet goed gekeken bij mijn eerste determinatie: dit is een mammoetkies! De droom van elke fossielenzoeker. Het is een kies uit de bovenkaak die nog niet of weinig aangekauwd was zo te zien.&nbsp;;;
349;0349.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/349214e8-2953-4aab-8834-3bfa591064d7.jpg;Bot klopt. Het komt ergens uit een schouderblad of bekken, mogelijk van een mammoet.;Mammals;palaeontological;Short
350;0350.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/28e833da-cdb0-473d-b7a5-a9edf4380f68.jpg;Welk bot weet ik niet, maar zo groot kan alleen maar van de mammoet geweest zijn.;Mammals;palaeontological;Short
351;0351.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3a4f509b-d457-4f85-86b2-f36579582437.jpg;Een heel klein fragmentje van een mammoetkies.;Mammals;palaeontological;Short
352;0352.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/179899b9-b4f7-4f29-aaea-79ea3f5c973e.jpg;Het bot op zich is niet te determineren. Dat het van een mammoet was is goed mogelijk. Verder zijn er nog resten van oorspronkelijk sediment aanwezig.;Mammals;palaeontological;Long
353;0353.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/3c1d3a0c-6d7d-4eee-8cd3-3391cfc65da2.jpg;Ik denk ook een fragmentje van een mammoetkies.;Mammals;palaeontological;Short
354;0354.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5f822947-fd23-422b-b471-7ede5c5ad54e.jpg;Klopt, ik denk ook wolharige mammoet.;Mammals;palaeontological;Short
355;0355.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/eb1d09e4-d213-451a-b78c-af7b04b43273.jpg;Zulke fragmenten zijn vrijwel niet te determineren. Gezien het formaat kan het van een mammoet geweest zijn.;Mammals;palaeontological;Long
356;0356.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/ac1a2744-9834-448f-8123-26c73d506e57.jpg;Gezien het formaat vrijwel zeker van een van de achterste borstwervel va een mammoet.;Mammals;palaeontological;Short
357;0357.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/10082f10-b7da-43d0-8658-30b4be275e05.jpg;Een ribfragment, waarschijnlijk van een mammoet.;Mammals;palaeontological;Short
358;0358.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/4a84e2d0-f54d-408d-b7b2-b0070810ec78.jpg;Dit is een interessant fragment van een mammoetstoottand. De taps toelopende pulpaholte is goed te zien, met daaromheen de gelaagde opbouw van het dentine. Dit is het gedeelte van de slagtand dat in de schedel heeft gezeten. Later is het fragment losgeraakt van de rest en in het water terecht gekomen en sterk gerold in de stroming.;Mammals;palaeontological;Long
359;0359.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/7e6b2272-abbd-448e-b762-771547787d20.jpg;Voor zover ik het kan zien, komt deze kies uit de linker bovenkaak. De term spuugkies is problematisch, want het is geen biologische term. Liever gebruik ik de benaming 'complete rest', het laatste stadium van actief functioneren van de kies. De kies is toch nog vrij groot, daarom acht ik determinatie als DP4 waarschijnlijker. Is de kies zwaarder gemineraliseerd dan de 'standaard' ijstijdkiezen uit het Weichselien? Zo ziet het er wel uit. Het email en de lamellen zijn vrij dun, maar toch is niet uit te sluiten dat de kies moet worden toegeschreven aan een evolutionair vroege vertegenwoordiger van de wolharige mammoet danwel steppemammoet.;Mammals;palaeontological;Long
360;0360.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/bb50ce92-caf0-4c61-b797-f64a8465b5bd.jpg;Helaas niet te detemineren. Wel is de kans groot dat het van een mammoet was.;Mammals;palaeontological;Short
361;0361.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/8f3a2e26-a51c-4f91-b43c-eeeb29724342.jpg;Versteend bot klopt, maar verder slecht te determineren. Gezien het formaat mogelijk van een mammoet.;Mammals;palaeontological;Long
362;0362.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2aa13158-ed90-4f66-8503-e1a2db57325a.jpg;Als je dit vaker hebt gezien, weet je wat het is. Ronde lijnen horen bij heupen. Ook bij dit fragment van het heupbeen van een mammoet zie je die vloeiende lijn terug.&nbsp;;;
363;0363.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/5937c892-ff67-403d-a39b-b3583c319eca.jpg;Het is groot. Het is dik. Het is mammoet. Het is een stuk van de schacht van een dijbeen.;Mammals;palaeontological;Short
364;0364.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/48abd74f-e4b5-45d3-b900-9755fe646ca1.jpg;Het articulatievlak is erg groot, dus vrijwel zeker een halswervel van een mammoet;Mammals;palaeontological;Short
365;0365.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/8fda5ba8-0035-48b6-9911-d53dfc3b7350.jpg;Gezien het formaat een stuk mammoetbot.;Mammals;palaeontological;Short
366;0366.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/2c07bbac-8e26-4da4-b5df-d686cc60ec43.jpg;Zo groot is het meestal van een mammoet.;Mammals;palaeontological;Short
367;0367.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/ba228d51-84c2-4a5b-a90c-56a5e80a6229.jpg;Gezien het formaat kan ik alleen maar zeggen dat het van een mammoet was.;Mammals;palaeontological;Short
368;0368.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/b294de9c-b57a-4b32-bd1d-b248a47bdbdc.jpg;Het is een klein stukje van een mammoetkieslamel. Een kies die nog in aanleg was en uit losse plaatjes bestond.;Mammals;palaeontological;Long
369;0369.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/160069cd-f63d-48d6-8f5f-64ef365fe069.jpg;Ik ben geen echte kenner, maar ik denk een fragment kuitbeen of scheenbeen van een mammoet.;Mammals;palaeontological;Short
370;0370.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/7e237619-e3e0-4e23-a978-c4320c9950ec.jpg;Een stukje bot van een jonge mammoet, welk bot weet ik niet.;Mammals;palaeontological;Short
371;0371.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/71cf6add-6316-4827-a8da-72cf9e5de327.jpg;Klopt, een metapode van een mammoet. Ik weet niet welke, mogelijk weet Hansjorg het.;Mammals;palaeontological;Short
372;0372.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1ac02687-cdef-4b3c-8228-b7ca078a42f3.jpg;Hele mooie vondst. Inderdaad een mammoetkiesje. Een DP3 uit de rechter bovenkaak. Hij is al aangekauwd. De wortels zullen in het kaakbot perfect bewaard zijn en dat is zeer zeldzaam. Daarom gaat deze topvondst in de Top 3.;Mammals;palaeontological;Long
373;0373.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0cb24b5c-df76-45da-8d41-5c0b92da1ba1.jpg;Jullie hadden een goede dag. Het is zwaar gehavend. Voorlopig denk ik aan een stukje mammoetkies. Maar het kan ook iets anders zijn.;Mammals;palaeontological;Long
374;0374.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1ce13b13-9de6-4766-8287-33a49ac4c824.jpg;Een mooie zevende halswervel van een wolharige mammoet.;Mammals;palaeontological;Short
375;0375.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1397f55a-4d30-4221-a1ea-d7cff624c54f.jpg;Het zou kunnen maar ik durf het niet met zekerheid te zeggen. Mammoetkies lijkt het namelijk ook sterk op.;Mammals;palaeontological;Long
376;0376.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/0af3e10c-8668-4d80-886f-2ac4b9d57154.jpg;Kllopt, een stukje mammoet ivoor.;Mammals;palaeontological;Short
377;0377.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/1a98a1b0-d3d4-4865-b6d1-e2d0d1f6b827.jpg;Dit is een stuk bot van een mammoet dat los is gelaten op de groeischijf. Aan dit stuk zaten pezen vast.;Mammals;palaeontological;Long
378;0378.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/01e2b972-555e-45e0-ab74-dfb106802419.jpg;Een niet determineerbaar stukje bot. Als ze echt groot zijn durf ik wel te zeggen dat het van een mammoet is, maar van deze is er een kleine kans dat het zo is.;Mammals;palaeontological;Long
379;0379.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/16b273ef-f38c-4e54-94c9-047a3fcf50d6.jpg;Zo groot kan alleen maar van de mammoet zijn, maar welk bot weet ik niet.;Mammals;palaeontological;Short
380;0380.jpg;https://oervondstchecker.s3.eu-central-1.amazonaws.com/images/large/338dd5f4-0b4a-4ff7-bfbc-b9218affe83b.jpg;Op de eerste foto links lijkt me een steentje en de rest niet determineerbare stukjes bot. Bij de losse foto's denk ik aan mammoetivoor en een fragment mammoetkies.;Mammals;palaeontological;Long
